Artists,Title,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Post Malone ,Spoil My Night,5VuxWXbt7XENQCtE9TzpTv,0.672,0.717,1,-2.714,1,0.034,0.341,2.4e-05,0.106,0.225,160.981
NAV ,Some Way,7zxRMhXxJMQCeDDg0rKAVo,0.744,0.715,0,-6.103,1,0.351,0.101,0.0,0.0919,0.34,154.962
Luke Bryan ,Way Way Back,386DfI5sZ0eJi1i6SZVqLw,0.566,0.934,5,-2.036,0,0.0495,0.0482,0.0,0.247,0.858,101.985
Future ,Feed Me Dope,3lyeSiAIdLoZUHhV8psOTI,0.853,0.688,8,-6.509,0,0.296,0.0118,0.0,0.151,0.565,150.012
Wiz Khalifa ,Pull Up,6LTsvaebP6V9tJFvZxqi5M,0.852,0.764,8,-4.283,0,0.0631,0.0178,0.0,0.336,0.266,132.981
Sylvan Esso ,Radio,0idjTHGhGRBdWTmsalq3tF,0.557,0.895,0,-6.547,1,0.0329,0.642,0.0186,0.254,0.591,119.993
Avicii ,Broken Arrows,260jSxvzkFt71ksvkcy2ke,0.63,0.666,7,-7.186,1,0.045,0.0481,0.000567,0.104,0.288,115.973
The Beatles ,Penny Lane  Remastered 2009,1h04XMpzGzmAudoI6VHBgA,0.651,0.488,9,-8.22,1,0.0316,0.212,0.026,0.136,0.49,113.038
Sia ,Move Your Body  Alan Walker Remix,6LUOMjoORvAkdhBYvESO46,0.636,0.789,10,-4.905,0,0.0892,0.0834,0.000896,0.391,0.4,128.028
Billie Eilish ,The 30th,5SHpuW2qjkQtFRpE6P9Nks,0.387,0.135,7,-14.398,1,0.051,0.929,0.0,0.0948,0.21,82.987
Sam Smith ,How Do You Sleep?,6b2RcmUt1g9N9mQ3CbjX2Y,0.477,0.682,1,-4.931,0,0.0925,0.153,0.0,0.0763,0.345,110.567
A Boogie Wit da Hoodie ,Bleed,5XzombolzpiaOSTdj1W0VS,0.698,0.572,2,-7.735,1,0.198,0.135,0.0,0.154,0.391,71.446
Lil Tjay ,Hold On,5qDsijQM75KTdv3RtSPx91,0.691,0.602,9,-6.807,0,0.209,0.123,0.0,0.0637,0.685,151.987
Miguel ,Sure Thing,0JXXNGljqupsJaZsgSbMZV,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001
Kid Trunks ,Plottin,106VtwWCZbr6LyBiPT4Qmn,0.856,0.393,8,-7.348,1,0.457,0.0304,0.0,0.0959,0.119,161.984
Trippie Redd ,Keep Your Head Up,139C1eNXDfqJ3EFy6SgZAf,0.782,0.463,2,-8.028,0,0.117,0.136,0.0,0.108,0.331,122.965
Brantley Gilbert ,The Weekend,48tAdjG4ng2JfECa7OQujk,0.511,0.812,6,-4.763,0,0.0464,0.0496,1.64e-06,0.0829,0.692,81.992
Freddie Gibbs ,4 Thangs,4wmZtoif8SGm7PDqgKrEXr,0.813,0.557,10,-6.655,0,0.133,0.0547,0.0,0.128,0.764,83.012
Brent Faiyaz ,SKIT: EGOMANIAC,5XxmqfsLLFQrpjygaQDeB5,0.56,0.234,9,-16.958,1,0.64,0.539,1.15e-05,0.119,0.613,133.687
YG ,SUU WHOOP,6JzvfFCIFT1CbbHE1pDNBU,0.786,0.327,2,-9.889,1,0.528,0.0262,1.34e-05,0.101,0.194,158.019
Jason Aldean ,Any Ol' Barstool,45tFpM9bn24cSK9ZP2Dh9I,0.539,0.722,4,-4.163,1,0.0282,0.314,0.0,0.117,0.497,143.78
Kim Cesarion ,Undressed,0ERBV06FfrPFGFVlvfjDuR,0.812,0.853,2,-3.517,1,0.0316,0.156,2.29e-06,0.309,0.646,119.942
Bruno Mars ,Just the Way You Are,7BqBn9nzAq8spo5e7cZ0dJ,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021
Charlie Puth ,Left and Right (Feat. Jung Kook of BTS),5Odq8ohlgIbQKMZivbWkEo,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058
Zach Bryan ,Open the Gate,6pamafD9p0K7FHfJPz6TYF,0.427,0.606,4,-5.014,0,0.0349,0.00779,3.8e-05,0.0917,0.531,148.977
6LACK ,ATL Freestyle,3Isj85ak2yj4EndfKFGs9x,0.74,0.586,0,-8.244,0,0.0483,0.361,7.24e-06,0.083,0.523,79.997
SZA ,Tread Carefully,7newfXclX39UwWTw2gDswM,0.505,0.249,1,-14.879,0,0.139,0.115,0.0,0.155,0.207,115.815
Summer Walker ,Something Real,4otQJBpb8okSeykALR3eCH,0.685,0.667,8,-3.837,1,0.0365,0.0564,0.0,0.115,0.643,95.518
Pop Smoke ,Tell The Vision,2UwALqx6yOsXTFt7zRxnts,0.662,0.686,7,-8.302,1,0.332,0.251,5.59e-06,0.349,0.678,143.971
Bea Miller ,Young Blood,3UerZr7GF7qO2hQf6FwEbz,0.485,0.543,6,-5.865,1,0.0641,0.157,0.000329,0.103,0.114,171.848
Jack White ,Lazaretto,3T76zPJz3tWL27FrjJe2ot,0.381,0.838,6,-6.562,0,0.0709,0.0046,3.77e-05,0.101,0.581,118.214
NAV ,Both Sides,0RRAHU9Dkui4ZuroPk7XF3,0.751,0.483,1,-8.744,1,0.311,0.289,0.000342,0.197,0.274,140.099
Taylor Swift ,Delicate  Recorded at The Tracking Room Nashville,1Fj0T1XKuhRu7EZzJ7NJIK,0.664,0.447,0,-8.404,1,0.0341,0.577,0.0,0.0968,0.431,90.976
A Tribe Called Quest ,Melatonin,366xKgsZ8bFjIhG7JjfCkj,0.693,0.494,1,-8.801,1,0.143,0.291,0.055,0.101,0.418,94.254
Thomas Rhett ,Unforgettable,30MM5jWpUmOxtTNd9Ey5LZ,0.661,0.75,7,-5.497,1,0.0314,0.0303,0.000132,0.0849,0.828,130.077
Logic ,Street Dreams II,0Me3TlqFkaIzoZzAGU1EDh,0.677,0.871,10,-6.128,0,0.273,0.0884,0.0,0.736,0.254,176.088
Juice WRLD ,Hurt Me,3XRQT7EoS4U87rUuJwg5P3,0.62,0.451,6,-7.623,1,0.17,0.128,0.0,0.373,0.294,156.906
"Tyler, The Creator ",BLESSED,2X5m6irq8boS50Efx4oWew,0.336,0.613,8,-7.869,1,0.123,0.389,9.99e-05,0.765,0.741,40.319
Old Dominion ,One Man Band,7cA3PnUQDlUyBBwpRozQeo,0.706,0.358,6,-8.331,1,0.0347,0.677,0.0,0.107,0.478,75.991
The Notorious B.I.G. ,Juicy,5ByAIlEEnxYdvpnezg7HTX,0.889,0.818,9,-4.639,1,0.253,0.47,0.0,0.179,0.782,96.063
benny blanco ,Eastside,7FGq80cy8juXBCD2nrqdWU,0.632,0.686,6,-7.665,0,0.243,0.549,0.0,0.2,0.329,89.949
Wiz Khalifa ,Most of Us,6AO1HKRmePQEiiqxdgcTGm,0.918,0.554,7,-5.495,0,0.0799,0.0625,4.05e-05,0.423,0.185,115.017
Khalid ,Intro,5BfMJ6iytQnu1r7iiCYSXe,0.213,0.414,0,-9.725,1,0.0339,0.308,0.0257,0.0912,0.0553,79.556
Pentatonix ,Hallelujah,0HZk0QsXPhMNAWNDR3rYE8,0.364,0.378,7,-7.381,0,0.0331,0.47,0.0,0.339,0.366,89.918
Trio Vegabajeño ,CANTARES DE NAVIDAD,2Iv6YBslkxslMJQsxshZh5,0.764,0.523,2,-7.371,1,0.0406,0.777,0.0,0.352,0.962,118.671
G,Eazy  Bone Marrow,4XnjPTtMivM4TQc1Y167ao,0.685,0.713,10,-6.695,0,0.203,0.0989,0.0,0.262,0.691,151.973
Lil Uzi Vert ,No Sleep Leak,0QV16pno66L6K3fn4W13b7,0.788,0.689,8,-7.211,1,0.13,0.0112,0.0,0.22,0.681,136.045
Niall Horan ,Black And White,7rpNuuoMbid56XkDsx2FjE,0.443,0.582,2,-6.02,1,0.0482,0.0301,0.0,0.127,0.239,147.589
Mike WiLL Made,It  Aries (YuGo),59LUh4amaXhgrWh6mWKbCn,0.853,0.635,4,-3.82,0,0.0405,0.0107,0.0,0.325,0.174,141.982
Eminem ,Em Calls Paul  Skit,6B3zy3LOKHndqsviCr2z15,0.707,0.314,6,-10.115,0,0.747,0.977,0.0,0.109,0.602,104.014
Ariana Grande ,obvious,0q85C1JiECyYIQthz1posA,0.624,0.672,0,-5.334,1,0.106,0.0967,0.0,0.155,0.26,159.852
Twenty One Pilots ,Smithereens,5G6Gt9RtNaeIE418pd4yre,0.764,0.548,6,-7.627,1,0.14,0.296,1.01e-05,0.0769,0.519,151.02
Russ ,NEED A MINUTE,7o4uJWYedySmbObBamfW9E,0.777,0.541,9,-6.433,1,0.168,0.0433,0.0,0.18,0.167,81.946
blink,182  Heaven,5RBM0pP9EE2azF3okstJIt,0.513,0.892,0,-4.067,1,0.0836,0.082,0.0,0.117,0.469,150.065
Jason Aldean ,Drowns The Whiskey,4ERE39Qs60GxA6gUuGhQz6,0.552,0.698,8,-4.817,1,0.0306,0.29,0.000106,0.0905,0.602,90.007
T.I. ,Ring,3Q7ve0W9OdEmWoCn5pDzJq,0.807,0.668,1,-6.812,1,0.116,0.00278,2.18e-05,0.167,0.121,145.985
Lizzo ,About Damn Time,1PckUlxKqWQs3RlWXVBLw3,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966
DeJ Loaf ,No Fear,2H881m3JRA8lpuuwaQL6zy,0.614,0.682,11,-4.117,0,0.102,0.387,0.0,0.134,0.566,100.202
blink,182  What's My Age Again?,4LJhJ6DQS7NwE7UKtvcM52,0.391,0.951,6,-7.419,1,0.0692,0.0126,0.000378,0.0878,0.468,157.66
Jay Rock ,WIN,69WMdZSqdQwFgLVpbMsZ2J,0.879,0.595,1,-2.936,1,0.0889,0.0152,0.0,0.391,0.355,125.994
Bad Bunny ,Agosto,0wihfILRNOwE2156Shezc8,0.849,0.584,1,-8.195,0,0.115,0.0929,6.18e-06,0.492,0.724,115.018
Big Sean ,Play No Games,3rsOs39rDAYxIOrDTHAgR9,0.755,0.701,1,-3.586,1,0.0455,0.085,0.0,0.452,0.384,81.514
Meek Mill ,Splash Warning,6cPnE82DKBLd7sg02ZNg8K,0.766,0.703,10,-5.877,0,0.163,0.00807,0.0,0.0618,0.331,163.06
Rich The Kid ,End Of Discussion,4nSSZHI4FUIiQOJELTTZdS,0.784,0.58,0,-6.656,1,0.167,0.176,0.0,0.0979,0.338,76.484
Playboi Carti ,Magnolia,1e1JKLEDKP7hEQzJfNAgPl,0.791,0.582,11,-7.323,0,0.286,0.0114,0.0,0.35,0.443,162.991
Dua Lipa ,Hallucinate,1nYeVF5vIBxMxfPoL0SIWg,0.627,0.69,10,-5.396,0,0.139,0.033,0.0,0.0742,0.627,122.053
Stephanie Beatriz ,Waiting On A Miracle,3oRW9ZGPRbLRMneQ5lwflt,0.48,0.554,1,-8.145,0,0.069,0.171,0.0,0.131,0.267,190.066
Chelsea Cutler ,Calling All Angels,18ogPzQRSl9oUcYUS35g7D,0.893,0.391,7,-9.046,1,0.0512,0.234,0.0,0.138,0.358,91.035
MEDUZA ,Lose Control,7CHi4DtfK4heMlQaudCuHK,0.598,0.526,10,-8.659,0,0.0415,0.129,0.0,0.14,0.529,123.935
Justin Bieber ,Christmas Eve,6Zztw1ERHqXAngHE8PfO6N,0.409,0.57,6,-10.54,0,0.0711,0.687,0.0,0.173,0.336,128.657
Isaiah Rashad ,THIB,3i9ef14r5QFVbe7b6YdhvU,0.71,0.586,1,-7.056,1,0.471,0.081,0.00264,0.0869,0.651,149.941
StaySolidRocky ,Party Girl (Remix),0XkmeG97T4mtYlWRJcrxec,0.752,0.375,6,-10.157,0,0.204,0.533,0.0,0.175,0.591,129.995
Future ,Hard Work Pays Off,6gzIcEUuswJQGfJNPYMjjv,0.736,0.482,4,-8.242,1,0.196,0.327,0.0,0.229,0.608,140.064
Lil Tecca ,All Star,62uolmVjOio9xIfwDM1ZvC,0.782,0.644,1,-5.559,0,0.162,0.265,0.0,0.122,0.434,129.972
Rae Sremmurd ,This Could Be Us,4jTiyLlOJVJj3mCr7yfPQD,0.732,0.69,0,-4.992,0,0.134,0.291,0.0,0.116,0.758,143.072
Kacey Musgraves ,simple times,1lNEXDlxVhsWaq2DLBUDgC,0.654,0.713,1,-6.484,0,0.0846,0.628,0.0,0.0837,0.694,80.043
Taylor Swift ,The Other Side Of The Door (Taylor’s Version),1cSFlSBdpT4F5vb1frQ231,0.432,0.873,4,-4.367,1,0.0577,0.0279,0.0,0.167,0.629,163.936
Sugar Ray ,Fly,3uPfVXcjnpOjyzI3jb3js4,0.835,0.648,1,-8.15,1,0.0488,0.0202,0.225,0.308,0.674,99.701
21 Savage ,Immortal,4IO8X9W69dIQe0EC5ALXhq,0.741,0.87,6,-3.494,0,0.503,0.00813,0.0,0.114,0.663,184.194
Taylor Swift ,mirrorball,0ZNU020wNYvgW84iljPkPP,0.553,0.413,2,-10.037,1,0.0334,0.687,2.33e-06,0.0594,0.379,110.107
Ellie Goulding ,Worry About Me,0wsfdPl7p3yKjQBmHQsaDn,0.664,0.743,5,-7.114,1,0.206,0.115,0.0,0.34,0.534,161.885
Future ,Please Tell Me,4ANFPo7dzs2DdPuONXC9bp,0.881,0.549,10,-5.589,1,0.272,0.0091,0.0,0.137,0.202,144.019
XXXTENTACION ,What in XXXTarnation,79R3qLqdbwUSYWX4cEOpbJ,0.862,0.6,7,-5.522,1,0.151,0.16,0.0,0.102,0.433,119.072
Bing Crosby ,Frosty The Snowman,35MqcEIVZ7svbBpRt4N30g,0.519,0.368,7,-11.622,1,0.0796,0.617,0.0,0.0859,0.854,160.37
A$AP Rocky ,Pharsyde,6J9FgTr3z44Bw6ABeVL415,0.642,0.56,7,-15.123,1,0.0848,0.0541,0.752,0.131,0.499,130.003
Drake ,Pop Style,5mPSyjLatqB00IkPqRlbTE,0.713,0.462,7,-10.027,1,0.123,0.192,2.16e-06,0.105,0.0594,133.053
PARTYNEXTDOOR ,NEVER AGAIN,4WSzt0Tdm6ziMxwfadYQk5,0.652,0.412,5,-8.341,0,0.043,0.0995,0.00383,0.123,0.0394,82.012
Keith Urban ,The Fighter,5OUSPcqhYTOzpbXzoEvKim,0.681,0.845,11,-5.147,0,0.0525,0.0304,0.0,0.197,0.761,132.023
Frank Ocean ,Provider,6R6ihJhRbgu7JxJKIbW57w,0.654,0.325,2,-11.925,1,0.282,0.74,2.14e-05,0.152,0.39,139.886
Dwayne Johnson ,You're Welcome,6U4VqEHy4n5VeiH4pQPL24,0.788,0.745,5,-7.072,1,0.258,0.29,0.0,0.0373,0.672,135.278
Camila Cabello ,OMG,4xBjsLUSjcx2h7PcRikpQp,0.655,0.576,5,-6.735,0,0.0536,0.0295,0.115,0.132,0.167,139.953
TOOL ,Stinkfist,0pwObEOHolQZSldJ2q1wpy,0.286,0.728,0,-6.608,1,0.0616,0.000174,0.836,0.133,0.467,171.441
Summer Walker ,You Don’t Know Me,7gpIj4wMeTKptFxetrNKzY,0.501,0.264,11,-9.409,0,0.0414,0.71,0.0,0.102,0.495,75.28
Mason Ramsey ,Before I Knew It,3cqWSJzuxZCsglpaxWtosT,0.632,0.875,2,-3.237,1,0.0367,0.216,5.55e-06,0.385,0.801,133.006
DJ Khaled ,LET'S PRAY,67QVeMvttYHbB1Zuvh0cn6,0.62,0.753,1,-7.203,1,0.0424,0.00385,9.4e-06,0.111,0.0711,156.933
Chance the Rapper ,We Go High,01GmGxOPy22EdAZGC0X6q1,0.657,0.644,5,-5.698,0,0.363,0.802,0.0,0.101,0.567,85.283
Ariana Grande ,Winter Things,1jhljxXlHw8K9rezXKrnow,0.639,0.219,0,-10.204,1,0.0717,0.93,0.0,0.227,0.797,74.739
"Tyler, The Creator ",Foreword,33i3xxHB4YSYGYbtJrwwO8,0.734,0.671,1,-7.107,1,0.0315,0.118,0.00317,0.352,0.113,94.025
Taylor Swift ,Superstar (Taylor’s Version),51A8eKvvZz9uydvIZ7xRSV,0.454,0.555,2,-6.69,1,0.0283,0.157,0.0,0.343,0.171,171.862
Stunna 4 Vegas ,DO DAT,6eluAsb2ONjZ6tXFp062LZ,0.887,0.601,1,-6.301,1,0.434,0.0212,0.0,0.184,0.694,134.91
"Tyler, The Creator ",EARFQUAKE,5hVghJ4KaYES3BFUATCYn0,0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635
Liam Payne ,Naughty List,2Y0ktCGrGoGcQFXsGztvhi,0.619,0.771,9,-2.204,1,0.0601,0.0318,0.0,0.114,0.704,81.966
Meek Mill ,Respect The Game,6pUBrvKfJL4qmn95mxU7rC,0.603,0.67,2,-4.809,1,0.25,0.0871,0.0,0.326,0.159,89.842
Nebu Kiniza ,Gassed Up,6JjEVlMkfHWMeYavkEYzNO,0.798,0.568,5,-9.072,0,0.135,0.0213,0.0,0.0586,0.45,148.88
21 Savage ,good day,2LqoYvMudv9xoTqNLFKILj,0.966,0.519,1,-5.682,1,0.306,0.00359,0.0,0.254,0.119,122.195
Selena Gomez ,Bad Liar,2fZQIJew3nkNe99s2PKzul,0.965,0.414,1,-6.408,1,0.0713,0.189,0.0,0.0767,0.728,121.032
Migos ,Type Shit,4N4wemxs9Em6nJ5kXTjEsS,0.772,0.535,1,-7.41,1,0.231,0.038,1.24e-06,0.161,0.207,76.065
Young Thug ,Cruise Ship,3C4FUqrrjuvWoHwsumWfIu,0.793,0.742,0,-6.185,1,0.21,0.0107,0.0,0.119,0.21,150.076
Foals ,What Went Down,78tgXRq9Q6tPNP9hKCpgwB,0.231,0.919,2,-6.182,0,0.0722,0.00313,0.00442,0.0643,0.128,146.94
Gucci Mane ,I'm Not Goin',79GYAkpRIEXZEEKSqufbj8,0.836,0.528,2,-5.855,1,0.31,0.167,0.0,0.11,0.329,131.117
Sech ,Otro Trago,4bTZeO72FwMa6wKOiqoynL,0.725,0.79,0,-2.331,1,0.197,0.0711,1.14e-06,0.0602,0.763,175.988
Lil Peep ,Hate Me,2FoRvrNWBtrJiSgIjmivKG,0.328,0.619,0,-7.136,1,0.282,0.266,1.95e-06,0.178,0.405,67.153
Ellie Goulding ,Hate Me,15og0pCEcTFWEXOFKdcJlU,0.64,0.789,8,-4.891,1,0.0644,0.0875,0.0,0.147,0.762,75.018
B.B. King ,Woke Up This Morning (My Baby She Was Gone),1T41EUJAH5lzFQbrFehdyD,0.36,0.861,2,-4.764,0,0.0685,0.367,0.0,0.124,0.666,151.481
Blvckengineer ,How They Move,14X1WxiHXdVRJ99cMCBzOE,0.826,0.635,5,-5.181,0,0.212,0.102,0.0,0.245,0.808,119.954
$uicideboy$ ,"My Swisher Sweet, But My Sig Sauer",1xIibyoUvyxwoNqx8quHSz,0.683,0.969,0,-3.29,1,0.171,0.000275,0.126,0.94,0.595,170.017
Chris Rea ,Driving Home for Christmas  2019 Remaster,2cSn5K7JeO3zyS9GMhOqA1,0.513,0.583,9,-10.863,1,0.038,0.355,1.96e-05,0.18,0.866,180.183
Dynoro ,In My Mind,0E9ZjEAyAwOXZ7wJC0PD33,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905
Big Sean ,Bezerk,2B9wgj9XzbJZLty03PRbVo,0.684,0.687,2,-4.673,1,0.2,0.0164,0.0,0.253,0.265,184.026
SZA ,Open Arms,0xaFw2zDYf1rIJWl2dXiSF,0.665,0.59,9,-7.608,1,0.161,0.763,0.0132,0.147,0.216,77.559
THE ANXIETY ,Meet Me At Our Spot,07MDkzWARZaLEdKxo6yArG,0.773,0.47,2,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995
Quality Control ,Too Hotty,3hWUIMNBwLNug1O8o2PPRW,0.889,0.398,1,-7.183,1,0.204,0.19,0.0,0.104,0.159,129.993
Camila Cabello ,Liar,073ILU1C3APNRGF66VhtyA,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016
YG ,TOO COCKY,7GG1QIQ547taCwl1uLaTf5,0.925,0.354,5,-8.163,1,0.13,0.0137,0.0,0.334,0.405,100.026
Stevie Wonder ,What Christmas Means To Me,5eK52eAjFLLBNhOUIuBnBe,0.524,0.612,0,-8.053,1,0.0362,0.202,0.0,0.0802,0.768,82.226
carolesdaughter ,Violent,7CFfqRW50ffULvBv7lfIIg,0.797,0.755,2,-5.393,1,0.0293,0.331,2.26e-06,0.124,0.411,129.955
Journey ,Separate Ways (Worlds Apart)  Bryce Miller/Alloy Tracks Remix,0muK9BAzu2TJXQgWPsEj6e,0.43,0.569,2,-9.274,1,0.044,0.0115,0.0134,0.163,0.0668,129.992
NAV ,Up,5qbcsZMwL0x46sX7VO37Ye,0.66,0.491,8,-6.645,0,0.101,0.0338,0.0,0.101,0.376,154.132
Twenty One Pilots ,Mulberry Street,19kX6hSlYH31js2SL4jgrj,0.674,0.535,2,-7.114,1,0.0518,0.0138,0.0,0.326,0.716,170.188
Ariana Grande ,Last Christmas,5xDrO9DEDJGUQGfyoHvgDJ,0.504,0.8,2,-2.763,1,0.0391,0.125,0.0,0.109,0.789,205.945
Future ,Fine China,5274I4mUMnYczyeXkGDWZN,0.656,0.542,7,-7.358,1,0.323,0.0484,0.0,0.126,0.551,166.111
Drake ,I'm Upset,3qN5qMTKyEEmiTZD38BNTT,0.899,0.586,11,-7.866,0,0.343,0.279,0.0,0.0836,0.492,150.002
My Chemical Romance ,Teenagers,7j31rVgGX9Q2blT92VBEA0,0.463,0.857,4,-3.063,1,0.0632,0.0506,0.0,0.184,0.856,111.647
Future ,Talk Shit Like a Preacher,2aR4gdgyCgacqHGqUZ91YS,0.878,0.452,2,-8.695,1,0.496,0.00728,0.000423,0.107,0.425,154.035
Trippie Redd ,Vibes,3EzUNSnTKchJuD4tyRhaqg,0.56,0.825,11,-4.859,0,0.0604,0.00372,0.0,0.393,0.269,146.825
Taylor Swift ,Cruel Summer,3kAlKG1AxTRxGIVbkABIpK,0.547,0.696,9,-5.737,1,0.147,0.11,7.61e-06,0.106,0.579,169.954
Adele ,My Little Love,2DuPBbS5mIldXnh7Wum8Cy,0.339,0.492,1,-10.661,1,0.0559,0.829,0.00377,0.147,0.102,151.865
Lil Peep ,The Brightside,64oQ8vyugS5Mmm4BFakssO,0.646,0.641,3,-6.522,0,0.0425,0.0353,0.0,0.108,0.881,134.027
BROCKHAMPTON ,BANKROLL,3MK6OsCb4VJGdPxvXjW8Q9,0.784,0.539,7,-8.938,0,0.274,0.0818,0.0,0.106,0.576,149.059
Jess Glynne ,Hold My Hand,3iAD903jI8tHlM6Cn1zMax,0.642,0.823,0,-5.717,1,0.0289,0.00159,0.0,0.0776,0.431,122.977
Lil Peep ,Runaway,1FBi1YWCAxlRmfuUbMINqO,0.399,0.591,6,-8.792,0,0.052,0.44,0.0616,0.446,0.175,79.892
Panic! At The Disco ,I Write Sins Not Tragedies,4bPQs0PHn4xbipzdPfn6du,0.569,0.83,9,-4.106,0,0.14,0.0807,0.0,0.114,0.609,170.094
Gucci Mane ,Kept Back,384Oc8MQzITdL2DGyCeivN,0.907,0.637,10,-5.498,1,0.117,0.0713,0.0,0.0816,0.496,130.012
A$AP Rocky ,Lost and Found Freestyle 2019,5x8NgG7Ya18m9wafOvvWYk,0.458,0.697,1,-5.02,1,0.325,0.0185,0.0,0.784,0.495,172.584
Tove Lo ,Stay High  Habits Remix,7sVZTvagBr2jd4gzm26YZk,0.736,0.677,4,-7.036,0,0.0351,0.00114,0.844,0.0949,0.0748,121.009
Machine Gun Kelly ,bloody valentine,6mADjHs6FXdroPzEGW6KVJ,0.533,0.858,2,-4.212,1,0.0766,0.00021,0.0,0.148,0.506,160.057
Ellie Goulding ,Lost And Found,3R2bkLqP197fl3vKHpONrg,0.56,0.828,9,-6.186,0,0.0333,0.00181,4.1e-06,0.0966,0.661,137.015
Future ,Oxy,0nWMTq3fBceV1uZlhFn6of,0.811,0.526,8,-7.003,1,0.161,0.00779,0.0642,0.13,0.248,149.954
Eminem ,My Name Is,75IN3CtuZwTHTnZvYM4qnJ,0.869,0.68,1,-6.233,1,0.318,0.0416,1.12e-06,0.0914,0.815,85.519
SZA ,Power is Power,4cbdPT6uaBOgOQe3fLMofl,0.507,0.644,4,-7.485,1,0.0641,0.00413,0.0,0.217,0.172,179.913
5 Seconds of Summer ,Lie To Me,3567eNX2L3RkkMkwspncMH,0.633,0.478,0,-5.571,1,0.0359,0.0115,0.0,0.103,0.692,159.951
Logic ,Stainless,5rwOE5J3Y1A2NiRa6y3Yph,0.705,0.899,2,-4.242,1,0.0357,0.0877,6.11e-06,0.268,0.641,139.976
Morgan Wallen ,This Bar,075qcpR3BnxD5CWUIx1HTr,0.553,0.884,2,-5.306,1,0.0771,0.0921,0.00033,0.0463,0.248,110.074
Logic ,Contra,7u90MSvVyEjL0c8icaE7jl,0.804,0.823,8,-5.837,1,0.0488,0.104,0.0,0.2,0.616,126.007
Mike WiLL Made,It  What That Speed Bout!?,5iZ5wjTTxSIv8Cfrhj6Jla,0.755,0.81,10,-4.061,0,0.235,0.125,0.0,0.382,0.297,101.93
Jonas Brothers ,Greenlight,5HgbcQFIHjNcn46w8ORwhu,0.741,0.546,5,-9.122,0,0.0713,0.0369,0.0,0.0733,0.689,141.978
Mac Miller ,"I Love Life, Thank You",2z9iuAxKv4TTeCrPAxxKg9,0.735,0.812,2,-4.417,1,0.151,0.528,0.0,0.186,0.584,109.829
JAY,Z  Ni**as In Paris,1auxYwYrFRqZP7t3s7w4um,0.789,0.858,1,-5.542,1,0.311,0.127,0.0,0.349,0.775,140.022
Mac Miller ,My Favorite Part,66wkCYWlXzSTQAfnsPBptt,0.861,0.33,6,-7.194,1,0.0526,0.627,1.93e-06,0.14,0.718,95.016
KYLE ,YES!,2XeMW0BNHdAbXVRZ3C1D09,0.758,0.666,8,-8.088,1,0.14,0.0318,0.00418,0.289,0.701,162.083
ACRAZE ,Do It To It,20on25jryn53hWghthWWW3,0.854,0.806,11,-8.262,0,0.0886,0.0209,0.0542,0.0703,0.637,124.927
Silk City ,New Love,5iEI2hHcG8bnKmUelPk08F,0.786,0.732,7,-6.664,1,0.0421,0.0547,2.47e-06,0.342,0.631,123.982
Logic ,Get Up,6XOY1Y6mZmkzoa9NDfozt3,0.692,0.662,0,-7.694,0,0.033,0.267,0.0214,0.112,0.722,153.085
Summer Walker ,Ex For A Reason,1De7cOMrdUnVpjWBaowMg4,0.726,0.728,11,-5.775,0,0.0408,0.239,0.0,0.177,0.566,115.047
Ed Sheeran ,Way To Break My Heart,5d1rmWWF1725tnYjq6rMDB,0.726,0.731,1,-6.298,0,0.159,0.11,3.45e-06,0.0928,0.437,170.125
D'Angelo ,Ain't That Easy,2yx7XX9v7M6yhm2fBG7K3E,0.545,0.644,6,-8.111,1,0.415,0.137,0.000402,0.185,0.614,176.176
"Tyler, The Creator ",RISE!,4Hta7Oy5W9HD0UgT1P8PPV,0.766,0.814,2,-3.367,1,0.0733,0.044,1.08e-05,0.195,0.481,108.07
Katy Perry ,Hot N Cold,1y4eb6hmAvsqlDOl3fx9kk,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0.0,0.0688,0.861,132.032
Ski Mask The Slump God ,Dr. Suess,4nFAUqFou9ZbWNho3jeY1h,0.897,0.685,8,-5.6,1,0.351,0.0106,0.0,0.0325,0.567,83.51
Luke Combs ,My Kinda Folk,3PwtBxiuJGVGHFfHjOjTpY,0.52,0.929,7,-4.592,1,0.0451,0.00646,1.56e-06,0.345,0.686,148.147
A$AP Rocky ,Purity,2MF4HtZHBoUliOi9nOAbS0,0.593,0.37,11,-11.674,0,0.397,0.832,0.0,0.108,0.312,135.391
Rihanna ,Lift Me Up,35ovElsgyAtQwYPYnZJECg,0.247,0.299,9,-6.083,1,0.0315,0.899,0.0,0.131,0.172,177.115
